year,season(DJF,MAM,JJA,SON),value
1880,1,-0.48
1880,2,-0.48
1880,3,-0.28
1880,4,-0.55
1881,1,-0.64
1881,2,-0.2
1881,3,-0.6
1881,4,-0.45
1882,1,-0.03
1882,2,-0.33
1882,3,-0.6
1882,4,-0.24
1883,1,-0.75
1883,2,-0.35
1883,3,0.12
1883,4,-0.54
1884,1,-0.42
1884,2,-0.82
1884,3,-0.47
1884,4,-0.62
1885,1,-0.87
1885,2,-0.73
1885,3,-0.54
1885,4,-0.16
1886,1,-0.5
1886,2,-0.6
1886,3,-0.63
1886,4,-0.57
1887,1,-0.95
1887,2,-0.75
1887,3,-0.44
1887,4,-0.69
1888,1,-0.74
1888,2,-0.66
1888,3,-0.42
1888,4,-0.25
1889,1,-0.11
1889,2,0.08
1889,3,-0.45
1889,4,-0.35
1890,1,-0.57
1890,2,-0.7
1890,3,-0.61
1890,4,-0.47
1891,1,-0.88
1891,2,-0.58
1891,3,-0.64
1891,4,-0.57
1892,1,-0.32
1892,2,-0.67
1892,3,-0.42
1892,4,-0.5
1893,1,-1.03
1893,2,-0.68
1893,3,-0.41
1893,4,-0.18
1894,1,-0.64
1894,2,-0.6
1894,3,-0.42
1894,4,-0.24
1895,1,-0.58
1895,2,-0.45
1895,3,-0.37
1895,4,-0.16
1896,1,-0.22
1896,2,-0.5
1896,3,-0.38
1896,4,-0.22
1897,1,-0.35
1897,2,-0.25
1897,3,-0.22
1897,4,-0.14
1898,1,-0.28
1898,2,-0.69
1898,3,-0.32
1898,4,-0.33
1899,1,-0.43
1899,2,-0.36
1899,3,-0.39
1899,4,-0.12
1900,1,-0.29
1900,2,-0.18
1900,3,-0.23
1900,4,-0.03
1901,1,-0.14
1901,2,-0.13
1901,3,-0.15
1901,4,-0.09
1902,1,-0.18
1902,2,-0.24
1902,3,-0.43
1902,4,-0.45
1903,1,-0.35
1903,2,-0.4
1903,3,-0.46
1903,4,-0.45
1904,1,-0.72
1904,2,-0.55
1904,3,-0.54
1904,4,-0.42
1905,1,-0.61
1905,2,-0.31
1905,3,-0.34
1905,4,-0.23
1906,1,-0.25
1906,2,-0.16
1906,3,-0.2
1906,4,-0.34
1907,1,-0.47
1907,2,-0.54
1907,3,-0.55
1907,4,-0.44
1908,1,-0.46
1908,2,-0.44
1908,3,-0.41
1908,4,-0.39
1909,1,-0.59
1909,2,-0.57
1909,3,-0.29
1909,4,-0.17
1910,1,-0.46
1910,2,-0.34
1910,3,-0.24
1910,4,-0.29
1911,1,-0.64
1911,2,-0.49
1911,3,-0.24
1911,4,-0.17
1912,1,-0.16
1912,2,-0.29
1912,3,-0.45
1912,4,-0.4
1913,1,-0.41
1913,2,-0.49
1913,3,-0.34
1913,4,-0.2
1914,1,0.06
1914,2,-0.08
1914,3,-0.12
1914,4,-0.08
1915,1,-0.1
1915,2,-0.1
1915,3,-0.12
1915,4,-0.01
1916,1,-0.09
1916,2,-0.36
1916,3,-0.31
1916,4,-0.22
1917,1,-0.67
1917,2,-0.69
1917,3,-0.27
1917,4,-0.37
1918,1,-0.7
1918,2,-0.59
1918,3,-0.46
1918,4,-0.12
1919,1,-0.28
1919,2,-0.12
1919,3,-0.09
1919,4,-0.21
1920,1,-0.21
1920,2,-0.21
1920,3,-0.23
1920,4,-0.29
1921,1,-0.21
1921,2,-0.15
1921,3,-0.17
1921,4,-0.15
1922,1,-0.33
1922,2,-0.24
1922,3,-0.18
1922,4,-0.14
1923,1,-0.18
1923,2,-0.32
1923,3,-0.36
1923,4,-0.11
1924,1,-0.24
1924,2,-0.29
1924,3,-0.14
1924,4,-0.07
1925,1,-0.34
1925,2,-0.24
1925,3,-0.29
1925,4,-0.21
1926,1,0.25
1926,2,-0.08
1926,3,-0.11
1926,4,-0.02
1927,1,-0.2
1927,2,-0.33
1927,3,-0.18
1927,4,0.05
1928,1,-0.06
1928,2,-0.18
1928,3,-0.21
1928,4,0.03
1929,1,-0.27
1929,2,-0.39
1929,3,-0.38
1929,4,-0.06
1930,1,-0.33
1930,2,-0.13
1930,3,-0.18
1930,4,-0.09
1931,1,-0.16
1931,2,-0.17
1931,3,0.02
1931,4,-0.09
1932,1,0.04
1932,2,-0.11
1932,3,-0.29
1932,4,0.01
1933,1,-0.26
1933,2,-0.19
1933,3,-0.19
1933,4,-0.18
1934,1,-0.27
1934,2,-0.24
1934,3,-0.04
1934,4,-0.03
1935,1,-0.01
1935,2,-0.27
1935,3,-0.25
1935,4,-0.25
1936,1,-0.3
1936,2,-0.16
1936,3,0.02
1936,4,0.02
1937,1,0.01
1937,2,-0.14
1937,3,-0.04
1937,4,0.24
1938,1,-0.03
1938,2,0.18
1938,3,-0.06
1938,4,0.17
1939,1,-0.11
1939,2,-0.18
1939,3,-0.17
1939,4,-0.13
1940,1,0.06
1940,2,0.06
1940,3,0.15
1940,4,0.1
1941,1,0.15
1941,2,0
1941,3,0.14
1941,4,-0.06
1942,1,0.06
1942,2,-0.02
1942,3,0.06
1942,4,0.05
1943,1,-0.06
1943,2,-0.1
1943,3,-0.08
1943,4,0.12
1944,1,0.2
1944,2,-0.03
1944,3,-0.01
1944,4,0.12
1945,1,-0.14
1945,2,-0.07
1945,3,-0.13
1945,4,-0.01
1946,1,-0.16
1946,2,-0.06
1946,3,-0.08
1946,4,-0.09
1947,1,-0.16
1947,2,0.08
1947,3,-0.03
1947,4,0.15
1948,1,-0.07
1948,2,-0.15
1948,3,-0.12
1948,4,-0.08
1949,1,-0.19
1949,2,-0.17
1949,3,-0.14
1949,4,-0.04
1950,1,-0.27
1950,2,-0.18
1950,3,-0.2
1950,4,-0.27
1951,1,-0.35
1951,2,-0.06
1951,3,-0.01
1951,4,0
1952,1,0.09
1952,2,-0.14
1952,3,0
1952,4,-0.04
1953,1,0.03
1953,2,0.06
1953,3,0.02
1953,4,0.04
1954,1,-0.09
1954,2,-0.15
1954,3,-0.22
1954,4,0
1955,1,0
1955,2,-0.25
1955,3,-0.09
1955,4,-0.12
1956,1,-0.28
1956,2,-0.29
1956,3,-0.18
1956,4,-0.21
1957,1,-0.13
1957,2,-0.02
1957,3,0.06
1957,4,0.08
1958,1,0.29
1958,2,0.13
1958,3,-0.06
1958,4,0.04
1959,1,0.03
1959,2,0.15
1959,3,0.07
1959,4,-0.1
1960,1,0.15
1960,2,-0.26
1960,3,-0.01
1960,4,0.04
1961,1,0.17
1961,2,0.12
1961,3,0.07
1961,4,0.12
1962,1,0.04
1962,2,0.02
1962,3,-0.04
1962,4,0.05
1963,1,0.08
1963,2,-0.18
1963,3,0.1
1963,4,0.13
1964,1,-0.09
1964,2,-0.31
1964,3,-0.16
1964,4,-0.3
1965,1,-0.19
1965,2,-0.18
1965,3,-0.16
1965,4,-0.16
1966,1,-0.14
1966,2,-0.02
1966,3,-0.01
1966,4,-0.11
1967,1,-0.14
1967,2,0.03
1967,3,-0.01
1967,4,0.04
1968,1,-0.13
1968,2,0.02
1968,3,-0.11
1968,4,-0.09
1969,1,-0.21
1969,2,0.06
1969,3,-0.02
1969,4,0.06
1970,1,0.21
1970,2,0.06
1970,3,0.04
1970,4,0.1
1971,1,-0.09
1971,2,-0.11
1971,3,-0.1
1971,4,-0.04
1972,1,-0.22
1972,2,-0.05
1972,3,0.1
1972,4,-0.02
1973,1,0.23
1973,2,0.34
1973,3,0.17
1973,4,0.13
1974,1,-0.11
1974,2,-0.03
1974,3,0.03
1974,4,-0.11
1975,1,0.03
1975,2,0.14
1975,3,-0.05
1975,4,-0.05
1976,1,-0.1
1976,2,-0.26
1976,3,-0.19
1976,4,-0.23
